"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"01603","WORCESTER, MA",,"G",6614,"G",55500,"G",237364,390,"WORCESTER","MA","WORCESTER"
"01604","WORCESTER, MA",,"G",9266,"G",79590,"G",355297,710,"WORCESTER","MA","WORCESTER"
"01605","WORCESTER, MA",,"H",21694,"H",349134,"H",1376802,593,"WORCESTER","MA","WORCESTER"
"01606","WORCESTER, MA",,"G",10355,"H",113830,"H",470810,448,"WORCESTER","MA","WORCESTER"
"01607","WORCESTER, MA",,"G",2755,"G",24104,"G",111720,142,"WORCESTER","MA","WORCESTER"
"01608","WORCESTER, MA",,"G",13987,"G",216088,"G",851899,527,"WORCESTER","MA","WORCESTER"
"01609","WORCESTER, MA",,"H",11422,"G",92117,"G",399705,510,"WORCESTER","MA","WORCESTER"
"01610","WORCESTER, MA",,"G",9375,"G",75757,"G",333517,353,"WORCESTER","MA","WORCESTER"
"01611","CHERRY VALLEY, MA",,"G",281,"G",1938,"G",8894,30,"CHERRY VALLEY","MA","WORCESTER"
"01612","PAXTON, MA",,"H",821,"H",4628,"H",21973,70,"PAXTON","MA","WORCESTER"
"01613","WORCESTER, MA",,"G",263,"H",4050,"H",14979,21,"WORCESTER","MA","WORCESTER"
"01614","WORCESTER, MA","A","D",0,"D",0,"D",0,2,"WORCESTER","MA","WORCESTER"
"01615","WORCESTER, MA",,"J",357,"H",5499,"H",22025,9,"WORCESTER","MA","WORCESTER"
"01653","WORCESTER, MA",,"H",66,"H",739,"H",2284,4,"WORCESTER","MA","WORCESTER"
"01655","WORCESTER, MA",,"H",94,"G",631,"G",2593,6,"WORCESTER","MA","WORCESTER"
"01701","FRAMINGHAM, MA",,"G",29091,"H",625432,"G",2328347,1179,"FRAMINGHAM","MA","MIDDLESEX"
"01702","FRAMINGHAM, MA",,"G",13841,"G",213244,"G",960248,881,"FRAMINGHAM","MA","MIDDLESEX"
"01703","FRAMINGHAM, MA",,"J",26,"G",236,"G",1257,9,"FRAMINGHAM","MA","MIDDLESEX"
"01704","FRAMINGHAM, MA",,"J",19,"H",74,"J",322,5,"FRAMINGHAM","MA","MIDDLESEX"
"01719","BOXBOROUGH, MA",,"H",3989,"H",122625,"H",529506,139,"BOXBOROUGH","MA","MIDDLESEX"
"01720","ACTON, MA",,"G",8203,"G",108837,"G",465517,714,"ACTON","MA","MIDDLESEX"
"01721","ASHLAND, MA",,"G",4609,"G",47693,"G",201465,396,"ASHLAND","MA","MIDDLESEX"
"01730","BEDFORD, MA",,"G",17825,"G",418198,"G",1637305,550,"BEDFORD","MA","MIDDLESEX"
"01731","HANSCOM AFB, MA",,"H",685,"J",16532,"J",60462,33,"HANSCOM AFB","MA","MIDDLESEX"
"01740","BOLTON, MA",,"H",722,"H",10864,"H",44839,124,"BOLTON","MA","WORCESTER"
"01741","CARLISLE, MA",,"G",499,"H",6929,"H",30773,102,"CARLISLE","MA","MIDDLESEX"
"01742","CONCORD, MA",,"G",9803,"H",165804,"G",683449,762,"CONCORD","MA","MIDDLESEX"
"01745","FAYVILLE, MA",,"H",128,"H",2819,"H",11462,15,"FAYVILLE","MA","WORCESTER"
"01746","HOLLISTON, MA",,"G",5057,"G",74896,"G",326967,388,"HOLLISTON","MA","MIDDLESEX"
"01747","HOPEDALE, MA",,"G",1813,"G",21214,"G",98765,142,"HOPEDALE","MA","WORCESTER"
"01748","HOPKINTON, MA",,"H",15077,"J",569580,"J",2102771,439,"HOPKINTON","MA","MIDDLESEX"
"01749","HUDSON, MA",,"G",7760,"G",84160,"G",357457,524,"HUDSON","MA","MIDDLESEX"
"01752","MARLBOROUGH, MA",,"G",34483,"G",818124,"G",3107435,1408,"MARLBOROUGH","MA","MIDDLESEX"
"01754","MAYNARD, MA",,"G",2239,"H",41426,"H",183877,265,"MAYNARD","MA","MIDDLESEX"
"01756","MENDON, MA",,"G",1061,"G",7714,"G",36325,138,"MENDON","MA","WORCESTER"
"01757","MILFORD, MA",,"G",15834,"G",228477,"G",946169,792,"MILFORD","MA","WORCESTER"
"01760","NATICK, MA",,"G",20903,"H",310717,"H",1199474,1302,"NATICK","MA","MIDDLESEX"
"01770","SHERBORN, MA",,"H",638,"H",7177,"H",33540,106,"SHERBORN","MA","MIDDLESEX"
"01772","SOUTHBOROUGH, MA",,"G",7784,"G",159284,"G",601968,339,"SOUTHBOROUGH","MA","WORCESTER"
"01773","LINCOLN, MA",,"H",1385,"G",19117,"G",86599,145,"LINCOLN","MA","MIDDLESEX"
"01775","STOW, MA",,"G",1249,"G",12576,"G",62500,160,"STOW","MA","MIDDLESEX"
"01776","SUDBURY, MA",,"G",6397,"H",96944,"H",362066,522,"SUDBURY","MA","MIDDLESEX"
"01778","WAYLAND, MA",,"G",3408,"G",36278,"G",160169,360,"WAYLAND","MA","MIDDLESEX"
"01784","WOODVILLE, MA",,"H",35,"J",313,"J",1322,4,"WOODVILLE","MA","MIDDLESEX"
"01801","WOBURN, MA",,"G",42347,"G",676480,"G",2868457,2069,"WOBURN","MA","MIDDLESEX"
"01803","BURLINGTON, MA",,"G",40367,"G",861145,"G",3409334,1483,"BURLINGTON","MA","MIDDLESEX"
"01805","BURLINGTON, MA","I","D",0,"D",0,"D",0,14,"BURLINGTON","MA","MIDDLESEX"
"01810","ANDOVER, MA",,"G",28458,"G",621497,"G",2441179,1042,"ANDOVER","MA","ESSEX"
"01812","ANDOVER, MA","A","D",0,"D",0,"D",0,1,"ANDOVER","MA","ESSEX"
"01815","WOBURN, MA","A","D",0,"D",0,"D",0,1,"WOBURN","MA","MIDDLESEX"
"01821","BILLERICA, MA",,"G",13932,"G",270411,"G",1169329,725,"BILLERICA","MA","MIDDLESEX"
"01824","CHELMSFORD, MA",,"G",20087,"G",325777,"G",1466295,823,"CHELMSFORD","MA","MIDDLESEX"
"01826","DRACUT, MA",,"G",4393,"G",38866,"G",191603,538,"DRACUT","MA","MIDDLESEX"
"01827","DUNSTABLE, MA",,"G",120,"G",925,"G",5792,44,"DUNSTABLE","MA","MIDDLESEX"
"01830","HAVERHILL, MA",,"H",6757,"G",53551,"G",243356,502,"HAVERHILL","MA","ESSEX"
"01831","HAVERHILL, MA",,"G",169,"H",2021,"H",7646,15,"HAVERHILL","MA","ESSEX"
"01832","HAVERHILL, MA",,"H",4896,"G",45275,"G",200600,285,"HAVERHILL","MA","ESSEX"
"01833","GEORGETOWN, MA",,"G",2273,"G",19504,"G",95275,205,"GEORGETOWN","MA","ESSEX"
"01834","GROVELAND, MA",,"H",892,"H",8907,"H",43466,121,"GROVELAND","MA","ESSEX"
"01835","HAVERHILL, MA",,"G",5626,"G",56169,"G",239999,300,"HAVERHILL","MA","ESSEX"
"01840","LAWRENCE, MA",,"G",5547,"G",39660,"G",176779,330,"LAWRENCE","MA","ESSEX"
"01841","LAWRENCE, MA",,"H",6644,"H",70387,"H",301092,381,"LAWRENCE","MA","ESSEX"
"01842","LAWRENCE, MA",,"H",206,"H",3270,"H",15581,20,"LAWRENCE","MA","ESSEX"
"01843","LAWRENCE, MA",,"G",9350,"H",117821,"G",467582,451,"LAWRENCE","MA","ESSEX"
"01844","METHUEN, MA",,"G",16416,"G",154191,"G",690478,905,"METHUEN","MA","ESSEX"
"01845","NORTH ANDOVER, MA",,"G",14595,"G",167054,"G",773151,883,"NORTH ANDOVER","MA","ESSEX"
"01850","LOWELL, MA",,"G",1421,"G",7595,"G",32612,103,"LOWELL","MA","MIDDLESEX"
"01851","LOWELL, MA",,"G",8568,"G",147660,"G",551236,450,"LOWELL","MA","MIDDLESEX"
"01852","LOWELL, MA",,"G",11640,"G",102525,"G",428002,728,"LOWELL","MA","MIDDLESEX"
"01853","LOWELL, MA",,"G",538,"G",9314,"G",41256,19,"LOWELL","MA","MIDDLESEX"
"01854","LOWELL, MA",,"H",6707,"H",77974,"H",353205,294,"LOWELL","MA","MIDDLESEX"
"01860","MERRIMAC, MA",,"G",543,"G",4495,"G",19887,82,"MERRIMAC","MA","ESSEX"
"01862","NORTH BILLERICA, MA",,"G",7641,"G",114223,"G",464853,386,"NORTH BILLERICA","MA","MIDDLESEX"
"01863","NORTH CHELMSFORD, MA",,"G",2871,"G",36129,"G",172349,221,"NORTH CHELMSFORD","MA","MIDDLESEX"
"01864","NORTH READING, MA",,"G",6700,"H",134411,"H",532851,510,"NORTH READING","MA","MIDDLESEX"
"01865","NUTTING LAKE, MA","A","D",0,"D",0,"D",0,2,"NUTTING LAKE","MA","MIDDLESEX"
"01866","PINEHURST, MA",,"J",17,"G",157,"G",1235,6,"PINEHURST","MA","MIDDLESEX"
"01867","READING, MA",,"H",7146,"H",67395,"H",285645,537,"READING","MA","MIDDLESEX"
"01876","TEWKSBURY, MA",,"G",14595,"G",229862,"G",861690,705,"TEWKSBURY","MA","MIDDLESEX"
"01879","TYNGSBORO, MA",,"G",3368,"G",33990,"G",147936,316,"TYNGSBORO","MA","MIDDLESEX"
"01880","WAKEFIELD, MA",,"G",14663,"G",226769,"G",941593,887,"WAKEFIELD","MA","MIDDLESEX"
"01885","WEST BOXFORD, MA",,"G",21,"H",191,"G",1239,9,"WEST BOXFORD","MA","ESSEX"
"01886","WESTFORD, MA",,"G",10266,"G",216547,"G",850463,594,"WESTFORD","MA","MIDDLESEX"
"01887","WILMINGTON, MA",,"G",17537,"H",315324,"G",1128725,825,"WILMINGTON","MA","MIDDLESEX"
"01888","WOBURN, MA",,"H",260,"H",5959,"G",23299,17,"WOBURN","MA","MIDDLESEX"
"01889","NORTH READING, MA","B","D",0,"D",0,"D",0,2,"NORTH READING","MA","MIDDLESEX"
"01890","WINCHESTER, MA",,"H",6833,"H",84571,"H",388685,570,"WINCHESTER","MA","MIDDLESEX"
"01901","LYNN, MA",,"G",6900,"G",72453,"G",287389,292,"LYNN","MA","ESSEX"
"01902","LYNN, MA",,"G",3636,"G",29870,"G",134456,385,"LYNN","MA","ESSEX"
"01903","LYNN, MA",,"J",32,"J",319,"J",1361,8,"LYNN","MA","ESSEX"
"01904","LYNN, MA",,"G",2257,"G",18572,"G",82896,275,"LYNN","MA","ESSEX"
"01905","LYNN, MA",,"G",3694,"H",36498,"G",160662,302,"LYNN","MA","ESSEX"
"01906","SAUGUS, MA",,"G",10000,"G",71458,"G",300333,768,"SAUGUS","MA","ESSEX"
"01907","SWAMPSCOTT, MA",,"G",2894,"G",20627,"G",93653,323,"SWAMPSCOTT","MA","ESSEX"
"01908","NAHANT, MA",,"H",314,"G",2483,"G",12350,47,"NAHANT","MA","ESSEX"
"01910","LYNN, MA","G","D",0,"D",0,"D",0,10,"LYNN","MA","ESSEX"
"01913","AMESBURY, MA",,"G",3944,"G",45362,"G",189414,398,"AMESBURY","MA","ESSEX"
"01915","BEVERLY, MA",,"G",21315,"G",279102,"G",1164458,1239,"BEVERLY","MA","ESSEX"
"01921","BOXFORD, MA",,"G",1290,"H",15390,"G",64586,148,"BOXFORD","MA","ESSEX"
"01922","BYFIELD, MA",,"H",708,"H",8800,"H",34653,59,"BYFIELD","MA","ESSEX"
"01923","DANVERS, MA",,"G",29701,"G",301799,"G",1311081,1092,"DANVERS","MA","ESSEX"
"01929","ESSEX, MA",,"G",1050,"G",10357,"G",53736,149,"ESSEX","MA","ESSEX"
"01930","GLOUCESTER, MA",,"G",9786,"H",126887,"H",544302,889,"GLOUCESTER","MA","ESSEX"
"01931","GLOUCESTER, MA",,"H",32,"H",202,"G",1181,14,"GLOUCESTER","MA","ESSEX"
"01936","HAMILTON, MA",,"J",147,"G",987,"G",4585,16,"HAMILTON","MA","ESSEX"
"01937","HATHORNE, MA",,"H",53,"H",412,"H",1897,5,"HATHORNE","MA","ESSEX"
"01938","IPSWICH, MA",,"G",4647,"H",66767,"H",303181,367,"IPSWICH","MA","ESSEX"
"01940","LYNNFIELD, MA",,"G",4627,"H",63872,"H",258584,400,"LYNNFIELD","MA","ESSEX"
"01944","MANCHESTER, MA",,"G",1279,"G",14265,"G",63013,177,"MANCHESTER","MA","ESSEX"
"01945","MARBLEHEAD, MA",,"G",3826,"G",33611,"G",153088,559,"MARBLEHEAD","MA","ESSEX"
"01949","MIDDLETON, MA",,"G",3513,"G",38396,"G",174220,306,"MIDDLETON","MA","ESSEX"
"01950","NEWBURYPORT, MA",,"G",10078,"G",109354,"G",498322,778,"NEWBURYPORT","MA","ESSEX"
"01951","NEWBURY, MA",,"H",434,"H",2731,"H",13370,84,"NEWBURY","MA","ESSEX"
"01952","SALISBURY, MA",,"G",2435,"G",24050,"G",131193,274,"SALISBURY","MA","ESSEX"
"01960","PEABODY, MA",,"G",23642,"G",274695,"G",1121461,1443,"PEABODY","MA","ESSEX"
"01961","PEABODY, MA",,"H",444,"G",4470,"G",18187,34,"PEABODY","MA","ESSEX"
"01965","PRIDES CROSSING, MA","E","D",0,"D",0,"D",0,12,"PRIDES CROSSING","MA","ESSEX"
"01966","ROCKPORT, MA",,"G",683,"G",5229,"G",28594,190,"ROCKPORT","MA","ESSEX"
"01969","ROWLEY, MA",,"H",2546,"H",27955,"H",126270,215,"ROWLEY","MA","ESSEX"
"01970","SALEM, MA",,"H",16875,"H",186329,"H",808264,1137,"SALEM","MA","ESSEX"
"01971","SALEM, MA",,"J",5,"G",26,"G",99,3,"SALEM","MA","ESSEX"
"01982","SOUTH HAMILTON, MA",,"G",845,"G",7801,"G",37347,141,"SOUTH HAMILTON","MA","ESSEX"
"01983","TOPSFIELD, MA",,"H",2048,"G",25118,"G",115342,252,"TOPSFIELD","MA","ESSEX"
"01984","WENHAM, MA",,"J",1829,"H",12930,"H",46438,77,"WENHAM","MA","ESSEX"
"01985","WEST NEWBURY, MA",,"H",520,"J",4487,"J",21670,70,"WEST NEWBURY","MA","ESSEX"
"02018","ACCORD, MA",,"G",76,"G",1782,"G",8632,5,"ACCORD","MA","PLYMOUTH"
"02019","BELLINGHAM, MA",,"G",6284,"H",59701,"H",255575,390,"BELLINGHAM","MA","NORFOLK"
"02020","BRANT ROCK, MA",,"H",199,"H",789,"H",4352,13,"BRANT ROCK","MA","PLYMOUTH"
"02021","CANTON, MA",,"G",22933,"G",398470,"G",1619780,938,"CANTON","MA","NORFOLK"
"02025","COHASSET, MA",,"G",2245,"G",16804,"G",79572,273,"COHASSET","MA","NORFOLK"
"02026","DEDHAM, MA",,"G",14355,"G",179022,"G",715124,895,"DEDHAM","MA","NORFOLK"
"02027","DEDHAM, MA",,"G",269,"G",5085,"G",20228,16,"DEDHAM","MA","NORFOLK"
"02030","DOVER, MA",,"G",411,"G",4748,"G",23535,120,"DOVER","MA","NORFOLK"
"02032","EAST WALPOLE, MA",,"G",2558,"H",25721,"H",107998,129,"EAST WALPOLE","MA","NORFOLK"
"02035","FOXBORO, MA",,"H",12605,"H",177722,"H",708221,606,"FOXBORO","MA","NORFOLK"
"02038","FRANKLIN, MA",,"G",15474,"G",178427,"G",752487,818,"FRANKLIN","MA","NORFOLK"
"02040","GREENBUSH, MA",,"J",20,"J",218,"J",907,4,"GREENBUSH","MA","PLYMOUTH"
"02041","GREEN HARBOR, MA","C","D",0,"D",0,"D",0,5,"GREEN HARBOR","MA","PLYMOUTH"
"02043","HINGHAM, MA",,"G",14939,"G",170358,"G",709643,850,"HINGHAM","MA","PLYMOUTH"
"02044","HINGHAM, MA","A","D",0,"D",0,"D",0,1,"HINGHAM","MA","PLYMOUTH"
"02045","HULL, MA",,"G",988,"G",6616,"G",32403,162,"HULL","MA","PLYMOUTH"
"02047","HUMAROCK, MA",,"J",19,"J",118,"J",636,6,"HUMAROCK","MA","PLYMOUTH"
"02048","MANSFIELD, MA",,"G",11470,"G",146405,"G",633965,585,"MANSFIELD","MA","BRISTOL"
"02050","MARSHFIELD, MA",,"G",4639,"G",38606,"G",180078,507,"MARSHFIELD","MA","PLYMOUTH"
"02051","MARSHFIELD HILLS, MA",,"H",46,"H",177,"H",733,9,"MARSHFIELD HILLS","MA","PLYMOUTH"
"02052","MEDFIELD, MA",,"G",2326,"G",18843,"G",86795,299,"MEDFIELD","MA","NORFOLK"
"02053","MEDWAY, MA",,"G",2998,"G",31586,"G",133999,301,"MEDWAY","MA","NORFOLK"
"02054","MILLIS, MA",,"H",1323,"G",9267,"H",45403,191,"MILLIS","MA","NORFOLK"
"02056","NORFOLK, MA",,"G",1868,"G",17128,"G",86447,231,"NORFOLK","MA","NORFOLK"
"02059","NORTH MARSHFIELD, MA",,"J",13,"J",48,"H",197,6,"NORTH MARSHFIELD","MA","PLYMOUTH"
"02060","NORTH SCITUATE, MA",,"H",145,"G",2281,"G",9643,10,"NORTH SCITUATE","MA","PLYMOUTH"
"02061","NORWELL, MA",,"H",10980,"H",167256,"H",697748,580,"NORWELL","MA","PLYMOUTH"
"02062","NORWOOD, MA",,"G",24086,"G",406978,"G",1542645,1241,"NORWOOD","MA","NORFOLK"
"02065","OCEAN BLUFF, MA",,"G",8,"J",42,"G",443,3,"OCEAN BLUFF","MA","PLYMOUTH"
"02066","SCITUATE, MA",,"G",2392,"G",18647,"G",91270,373,"SCITUATE","MA","PLYMOUTH"
"02067","SHARON, MA",,"G",2641,"G",26859,"G",120949,376,"SHARON","MA","NORFOLK"
"02070","SHELDONVILLE, MA",,"G",24,"G",206,"G",939,4,"SHELDONVILLE","MA","NORFOLK"
"02071","SOUTH WALPOLE, MA",,"G",79,"G",870,"G",5810,19,"SOUTH WALPOLE","MA","NORFOLK"
"02072","STOUGHTON, MA",,"J",31644,"H",202956,"H",873418,890,"STOUGHTON","MA","NORFOLK"
"02081","WALPOLE, MA",,"G",6990,"G",76116,"G",351162,610,"WALPOLE","MA","NORFOLK"
"02090","WESTWOOD, MA",,"G",12541,"G",254364,"G",831745,495,"WESTWOOD","MA","NORFOLK"
"02093","WRENTHAM, MA",,"G",5774,"G",36361,"G",165357,418,"WRENTHAM","MA","NORFOLK"
"02108","BOSTON, MA",,"G",24243,"G",607983,"G",1890948,1165,"BOSTON","MA","SUFFOLK"
"02109","BOSTON, MA",,"G",36721,"G",1415693,"G",4698747,1353,"BOSTON","MA","SUFFOLK"
"02110","BOSTON, MA",,"G",57121,"G",2668955,"G",8678106,1849,"BOSTON","MA","SUFFOLK"
"02111","BOSTON, MA",,"H",29560,"H",799288,"H",2459231,982,"BOSTON","MA","SUFFOLK"
"02112","BOSTON, MA",,"H",93,"J",879,"J",3712,8,"BOSTON","MA","SUFFOLK"
"02113","BOSTON, MA",,"G",2051,"H",17427,"G",80620,180,"BOSTON","MA","SUFFOLK"
"02114","BOSTON, MA",,"H",39693,"H",736641,"H",3117532,685,"BOSTON","MA","SUFFOLK"
"02115","BOSTON, MA",,"H",60188,"H",917710,"H",3874488,588,"BOSTON","MA","SUFFOLK"
"02116","BOSTON, MA",,"G",57966,"G",1609846,"G",5740106,2039,"BOSTON","MA","SUFFOLK"
"02117","BOSTON, MA","G","D",0,"D",0,"D",0,13,"BOSTON","MA","SUFFOLK"
"02118","BOSTON, MA",,"G",18199,"H",237161,"H",999081,826,"BOSTON","MA","SUFFOLK"
"02119","ROXBURY, MA",,"G",6956,"H",87802,"H",397933,448,"ROXBURY","MA","SUFFOLK"
"02120","ROXBURY CROSSING, MA",,"H",3825,"H",43175,"H",183960,173,"ROXBURY CROSSING","MA","SUFFOLK"
"02121","DORCHESTER, MA",,"G",1846,"G",14474,"G",69812,193,"DORCHESTER","MA","SUFFOLK"
"02122","DORCHESTER, MA",,"G",7917,"G",76397,"G",345446,512,"DORCHESTER","MA","SUFFOLK"
"02123","BOSTON, MA","C","D",0,"D",0,"D",0,4,"BOSTON","MA","SUFFOLK"
"02124","DORCHESTER CENTER, MA",,"H",6026,"H",49491,"H",226961,569,"DORCHESTER CENTER","MA","SUFFOLK"
"02125","DORCHESTER, MA",,"G",10691,"G",135410,"G",553852,458,"DORCHESTER","MA","SUFFOLK"
"02126","MATTAPAN, MA",,"H",2087,"H",15708,"G",69226,205,"MATTAPAN","MA","SUFFOLK"
"02127","BOSTON, MA",,"G",10423,"G",167596,"G",631510,665,"BOSTON","MA","SUFFOLK"
"02128","BOSTON, MA",,"G",23144,"G",313966,"G",1211921,751,"BOSTON","MA","SUFFOLK"
"02129","CHARLESTOWN, MA",,"G",10150,"G",161111,"G",695713,488,"CHARLESTOWN","MA","SUFFOLK"
"02130","JAMAICA PLAIN, MA",,"G",14161,"H",325951,"H",896780,645,"JAMAICA PLAIN","MA","SUFFOLK"
"02131","ROSLINDALE, MA",,"H",5681,"H",46276,"H",200298,411,"ROSLINDALE","MA","SUFFOLK"
"02132","WEST ROXBURY, MA",,"G",6105,"G",53741,"G",228167,523,"WEST ROXBURY","MA","SUFFOLK"
"02133","BOSTON, MA",,"G",20,"H",157,"H",655,6,"BOSTON","MA","SUFFOLK"
"02134","ALLSTON, MA",,"H",10772,"H",148871,"H",557256,534,"ALLSTON","MA","SUFFOLK"
"02135","BRIGHTON, MA",,"G",17376,"H",220965,"H",924282,706,"BRIGHTON","MA","SUFFOLK"
"02136","HYDE PARK, MA",,"G",5361,"G",54160,"G",229891,441,"HYDE PARK","MA","SUFFOLK"
"02137","READVILLE, MA",,"G",74,"H",936,"H",4118,9,"READVILLE","MA","SUFFOLK"
"02138","CAMBRIDGE, MA",,"H",48738,"H",650504,"H",2815080,1160,"CAMBRIDGE","MA","MIDDLESEX"
"02139","CAMBRIDGE, MA",,"G",43134,"G",1084953,"G",4158752,1094,"CAMBRIDGE","MA","MIDDLESEX"
"02140","CAMBRIDGE, MA",,"G",8460,"G",142475,"G",602639,509,"CAMBRIDGE","MA","MIDDLESEX"
"02141","CAMBRIDGE, MA",,"G",9308,"H",182637,"H",775898,476,"CAMBRIDGE","MA","MIDDLESEX"
"02142","CAMBRIDGE, MA",,"G",22807,"H",1454472,"G",4091999,542,"CAMBRIDGE","MA","MIDDLESEX"
"02143","SOMERVILLE, MA",,"G",10642,"G",104690,"G",454868,637,"SOMERVILLE","MA","MIDDLESEX"
"02144","SOMERVILLE, MA",,"G",4796,"G",51771,"G",233514,430,"SOMERVILLE","MA","MIDDLESEX"
"02145","SOMERVILLE, MA",,"G",5053,"G",52593,"G",223692,387,"SOMERVILLE","MA","MIDDLESEX"
"02148","MALDEN, MA",,"G",12239,"G",123523,"G",524084,959,"MALDEN","MA","MIDDLESEX"
"02149","EVERETT, MA",,"G",11116,"G",142604,"G",588220,727,"EVERETT","MA","MIDDLESEX"
"02150","CHELSEA, MA",,"G",12569,"G",119150,"G",524211,690,"CHELSEA","MA","SUFFOLK"
"02151","REVERE, MA",,"G",7928,"G",55028,"G",243626,761,"REVERE","MA","SUFFOLK"
"02152","WINTHROP, MA",,"G",1680,"G",11023,"G",49358,264,"WINTHROP","MA","SUFFOLK"
"02153","MEDFORD, MA",,"G",166,"G",792,"G",3378,7,"MEDFORD","MA","MIDDLESEX"
"02155","MEDFORD, MA",,"G",18755,"G",247170,"G",998327,1138,"MEDFORD","MA","MIDDLESEX"
"02156","WEST MEDFORD, MA",,"G",63,"H",511,"H",3006,4,"WEST MEDFORD","MA","MIDDLESEX"
"02163","BOSTON, MA",,"H",344,"H",3757,"H",16329,30,"BOSTON","MA","SUFFOLK"
"02169","QUINCY, MA",,"G",28276,"G",388155,"G",1535687,1518,"QUINCY","MA","NORFOLK"
"02170","QUINCY, MA",,"G",2097,"G",15785,"G",68827,269,"QUINCY","MA","NORFOLK"
"02171","QUINCY, MA",,"H",10626,"H",241554,"H",904998,370,"QUINCY","MA","NORFOLK"
"02176","MELROSE, MA",,"G",5402,"G",55508,"G",235506,505,"MELROSE","MA","MIDDLESEX"
"02180","STONEHAM, MA",,"G",7423,"G",69310,"G",309972,619,"STONEHAM","MA","MIDDLESEX"
"02184","BRAINTREE, MA",,"G",28636,"G",356804,"G",1475664,1501,"BRAINTREE","MA","NORFOLK"
"02185","BRAINTREE, MA",,"G",90,"G",920,"G",4226,13,"BRAINTREE","MA","NORFOLK"
"02186","MILTON, MA",,"H",4757,"H",42477,"H",193362,435,"MILTON","MA","NORFOLK"
"02187","MILTON VILLAGE, MA",,"G",28,"H",410,"G",1706,6,"MILTON VILLAGE","MA","NORFOLK"
"02188","WEYMOUTH, MA",,"G",3550,"G",27813,"G",122548,309,"WEYMOUTH","MA","NORFOLK"
"02189","EAST WEYMOUTH, MA",,"G",5755,"G",79719,"G",321990,399,"EAST WEYMOUTH","MA","NORFOLK"
"02190","SOUTH WEYMOUTH, MA",,"H",7618,"H",96270,"H",413079,358,"SOUTH WEYMOUTH","MA","NORFOLK"
"02191","NORTH WEYMOUTH, MA",,"G",1172,"G",12476,"G",50662,134,"NORTH WEYMOUTH","MA","NORFOLK"
"02196","BOSTON, MA",,"J",6,"H",72,"G",297,6,"BOSTON","MA","SUFFOLK"
"02199","BOSTON, MA",,"G",21713,"H",907128,"H",2619979,255,"BOSTON","MA","SUFFOLK"
"02201","BOSTON, MA",,"J",20,"J",208,"J",860,4,"BOSTON","MA","SUFFOLK"
"02203","BOSTON, MA",,"H",48,"G",537,"G",2114,12,"BOSTON","MA","SUFFOLK"
"02205","BOSTON, MA",,"J",557,"J",3802,"J",16937,13,"BOSTON","MA","SUFFOLK"
"02210","BOSTON, MA",,"G",44824,"G",1389189,"G",5560798,970,"BOSTON","MA","SUFFOLK"
"02211","BOSTON, MA","A","D",0,"D",0,"D",0,1,"BOSTON","MA","SUFFOLK"
"02212","BOSTON, MA","B","D",0,"D",0,"D",0,1,"BOSTON","MA","SUFFOLK"
"02215","BOSTON, MA",,"H",53359,"H",683874,"H",3085706,527,"BOSTON","MA","SUFFOLK"
"02217","BOSTON, MA","A","D",0,"D",0,"D",0,1,"BOSTON","MA","SUFFOLK"
"02222","BOSTON, MA",,"H",20,"H",193,"G",862,8,"BOSTON","MA","SUFFOLK"
"02228","EAST BOSTON, MA","A","D",0,"D",0,"D",0,1,"EAST BOSTON","MA","SUFFOLK"
"02238","CAMBRIDGE, MA","G","D",0,"D",0,"D",0,22,"CAMBRIDGE","MA","MIDDLESEX"
"02241","BOSTON, MA","A","D",0,"D",0,"D",0,1,"BOSTON","MA","SUFFOLK"
"02269","QUINCY, MA",,"H",1307,"G",39161,"H",112630,23,"QUINCY","MA","NORFOLK"
"02283","BOSTON, MA","B","D",0,"D",0,"D",0,4,"BOSTON","MA","SUFFOLK"
"02297","BOSTON, MA","A","D",0,"D",0,"D",0,1,"BOSTON","MA","SUFFOLK"
"02301","BROCKTON, MA",,"G",24996,"G",246152,"G",1054936,1330,"BROCKTON","MA","PLYMOUTH"
"02302","BROCKTON, MA",,"G",6909,"G",80483,"G",361052,363,"BROCKTON","MA","PLYMOUTH"
"02303","BROCKTON, MA","F","D",0,"D",0,"D",0,15,"BROCKTON","MA","PLYMOUTH"
"02304","BROCKTON, MA","A","D",0,"D",0,"D",0,2,"BROCKTON","MA","PLYMOUTH"
"02305","BROCKTON, MA","B","D",0,"D",0,"D",0,3,"BROCKTON","MA","PLYMOUTH"
"02322","AVON, MA",,"G",5718,"H",67321,"G",281157,234,"AVON","MA","NORFOLK"
"02324","BRIDGEWATER, MA",,"G",5030,"G",47697,"G",206865,478,"BRIDGEWATER","MA","PLYMOUTH"
"02325","BRIDGEWATER, MA",,"J",30,"G",115,"G",482,3,"BRIDGEWATER","MA","PLYMOUTH"
"02327","BRYANTVILLE, MA",,"J",33,"H",157,"J",728,8,"BRYANTVILLE","MA","PLYMOUTH"
"02330","CARVER, MA",,"G",1443,"G",11071,"G",53843,185,"CARVER","MA","PLYMOUTH"
"02331","DUXBURY, MA",,"G",142,"G",1232,"G",6002,36,"DUXBURY","MA","PLYMOUTH"
"02332","DUXBURY, MA",,"G",2257,"G",20597,"G",94479,330,"DUXBURY","MA","PLYMOUTH"
